n,heads
2827,1441
2828,1442
2829,1443
2830,1444
2831,1444
2832,1445
2833,1445
2834,1446
2835,1446
2836,1447
2837,1447
2838,1448
2839,1448
2840,1448
2841,1449
2842,1450
2843,1451
2844,1451
2845,1452
2846,1452
2847,1452
2848,1452
2849,1453
2850,1454
2851,1454
2852,1454
2853,1454
2854,1455
2855,1456
2856,1456
2857,1457
2858,1458
2859,1459
2860,1460
2861,1461
2862,1462
2863,1463
2864,1464
2865,1464
2866,1464
2867,1464
2868,1464
2869,1464
2870,1465
2871,1465
2872,1466
2873,1467
2874,1467
2875,1467
2876,1468
2877,1469
2878,1470
2879,1470
2880,1470
2881,1470
2882,1470
2883,1470
2884,1470
2885,1470
2886,1471
2887,1471
2888,1471
2889,1471
2890,1472
2891,1473
2892,1474
2893,1474
2894,1474
2895,1474
2896,1474
2897,1475
2898,1476
2899,1476
2900,1476
2901,1476
2902,1477
2903,1478
2904,1479
2905,1480
2906,1480
2907,1480
2908,1480
2909,1481
2910,1481
2911,1482
2912,1483
2913,1484
2914,1485
2915,1485
2916,1485
2917,1485
2918,1485
2919,1485
2920,1485
2921,1486
2922,1487
2923,1488
2924,1489
2925,1489
2926,1490
2927,1491
2928,1491
2929,1491
2930,1491
2931,1492
2932,1492
2933,1493
2934,1493
2935,1493
2936,1493
2937,1493
2938,1494
2939,1494
2940,1494
2941,1494
2942,1494
2943,1495
2944,1496
2945,1496
2946,1496
2947,1497
2948,1497
2949,1498
2950,1498
2951,1498
2952,1498
2953,1499
2954,1500
2955,1501
2956,1501
2957,1502
2958,1502
2959,1503
2960,1504
2961,1505
2962,1505
2963,1505
2964,1506
2965,1507
2966,1508
2967,1508
2968,1509
2969,1509
2970,1510
2971,1511
2972,1512
2973,1513
2974,1513
2975,1513
2976,1514
2977,1515
2978,1515
2979,1515
2980,1516
2981,1516
2982,1516
2983,1517
2984,1518
2985,1518
2986,1518
2987,1519
2988,1519
2989,1520
2990,1520
2991,1521
2992,1521
2993,1521
2994,1521
2995,1521
2996,1521
2997,1521
2998,1521
2999,1522
3000,1523
3001,1524
3002,1524
3003,1525
3004,1525
3005,1525
3006,1526
3007,1526
3008,1526
3009,1526
3010,1527
3011,1528
3012,1529
3013,1530
3014,1530
3015,1531
3016,1531
3017,1531
3018,1532
3019,1532
3020,1533
3021,1534
3022,1535
3023,1535
3024,1536
3025,1536
3026,1536
3027,1537
3028,1537
3029,1537
3030,1537
3031,1538
3032,1538
3033,1539
3034,1539
3035,1540
3036,1541
3037,1541
3038,1541
3039,1541
3040,1542
3041,1543
3042,1543
3043,1544
3044,1544
3045,1544
3046,1544
3047,1544
3048,1545
3049,1545
3050,1546
3051,1547
3052,1547
3053,1548
3054,1548
3055,1549
3056,1549
3057,1550
3058,1551
3059,1551
3060,1552
3061,1552
3062,1553
3063,1553
3064,1553
3065,1554
3066,1554
3067,1554
3068,1554
3069,1554
3070,1554
3071,1555
3072,1555
3073,1556
3074,1557
3075,1558
3076,1558
3077,1558
3078,1559
3079,1560
3080,1561
3081,1562
3082,1562
3083,1562
3084,1563
3085,1564
3086,1564
3087,1564
3088,1565
3089,1566
3090,1567
3091,1568
3092,1568
3093,1568
3094,1569
3095,1569
3096,1569
3097,1569
3098,1569
3099,1569
3100,1570
3101,1571
3102,1571
3103,1572
3104,1572
3105,1572
3106,1572
3107,1572
3108,1572
3109,1573
3110,1573
3111,1573
3112,1573
3113,1573
3114,1574
3115,1575
3116,1575
3117,1575
3118,1575
3119,1575
3120,1575
3121,1576
3122,1577
3123,1578
3124,1579
3125,1580
3126,1581
3127,1581
3128,1582
3129,1583
3130,1583
3131,1583
3132,1584
3133,1585
3134,1586
3135,1586
3136,1587
3137,1588
3138,1589
3139,1589
3140,1589
3141,1590
3142,1590
3143,1591
3144,1592
3145,1592
3146,1593
3147,1594
3148,1594
3149,1595
3150,1595
3151,1596
3152,1596
3153,1596
3154,1596
3155,1597
3156,1598
3157,1599
3158,1600
3159,1601
3160,1602
3161,1603
3162,1604
3163,1605
3164,1605
3165,1605
3166,1605
3167,1605
3168,1605
3169,1606
3170,1606
3171,1606
3172,1606
3173,1607
3174,1608
3175,1608
3176,1609
3177,1609
3178,1609
3179,1609
3180,1609
3181,1609
3182,1610
3183,1610
3184,1610
3185,1611
3186,1612
3187,1613
3188,1614
3189,1614
3190,1614
3191,1614
3192,1615
3193,1615
3194,1616
3195,1617
3196,1618
3197,1619
3198,1620
3199,1621
3200,1622
3201,1623
3202,1623
3203,1623
3204,1624
3205,1625
3206,1626
3207,1627
3208,1627
3209,1628
3210,1628
3211,1628
3212,1629
3213,1630
3214,1631
3215,1631
3216,1632
3217,1632
3218,1633
3219,1634
3220,1635
3221,1635
3222,1635
3223,1636
3224,1637
3225,1637
3226,1638
3227,1638
3228,1639
3229,1639
3230,1639
3231,1640
3232,1640
3233,1641
3234,1641
3235,1641
3236,1641
3237,1642
3238,1642
3239,1642
3240,1642
3241,1643
3242,1643
3243,1644
3244,1644
3245,1645
3246,1646
3247,1647
3248,1647
3249,1648
3250,1648
3251,1649
3252,1650
3253,1650
3254,1651
3255,1652
3256,1653
3257,1653
3258,1654
3259,1655
3260,1655
3261,1656
3262,1656
3263,1657
3264,1657
3265,1657
3266,1657
3267,1657
3268,1657
3269,1657
3270,1658
3271,1659
3272,1659
3273,1659
3274,1660
3275,1660
3276,1660
3277,1660
3278,1661
3279,1662
3280,1663
3281,1663
3282,1663
3283,1664
3284,1664
3285,1665
3286,1666
3287,1666
3288,1667
3289,1668
3290,1669
3291,1669
3292,1669
3293,1670
3294,1671
3295,1671
3296,1672
3297,1673
3298,1673
3299,1674
3300,1675
3301,1675
3302,1676
3303,1676
3304,1677
3305,1677
3306,1677
3307,1677
3308,1677
3309,1677
3310,1678
3311,1678
3312,1678
3313,1679
3314,1679
3315,1679
3316,1679
3317,1680
3318,1681
3319,1681
3320,1681
3321,1682
3322,1682
3323,1683
3324,1684
3325,1684
3326,1685
3327,1685
3328,1685
3329,1686
3330,1686
3331,1687
3332,1687
3333,1687
3334,1687
3335,1687
3336,1687
3337,1688
3338,1688
3339,1689
3340,1689
3341,1690
3342,1691
3343,1691
3344,1691
3345,1692
3346,1693
3347,1693
3348,1694
3349,1694
3350,1694
3351,1694
3352,1695
3353,1696
3354,1696
3355,1696
3356,1697
3357,1698
3358,1699
3359,1699
3360,1699
3361,1699
3362,1699
3363,1699
3364,1700
3365,1700
3366,1701
3367,1701
3368,1702
3369,1703
3370,1704
3371,1704
3372,1705
3373,1706
3374,1707
3375,1707
3376,1707
3377,1708
3378,1708
3379,1709
3380,1710
3381,1710
3382,1711
3383,1711
3384,1712
3385,1712
3386,1712
3387,1713
3388,1713
3389,1714
3390,1715
3391,1716
3392,1716
3393,1717
3394,1718
3395,1718
3396,1719
3397,1719
3398,1720
3399,1721
3400,1721
3401,1722
3402,1723
3403,1724
3404,1724
3405,1725
3406,1726
3407,1727
3408,1728
3409,1729
3410,1729
3411,1730
3412,1730
3413,1731
3414,1731
3415,1732
3416,1732
3417,1732
3418,1733
3419,1734
3420,1735
3421,1736
3422,1736
3423,1737
3424,1738
3425,1739
3426,1739
3427,1740
3428,1741
3429,1742
3430,1742
3431,1743
3432,1743
3433,1743
3434,1743
3435,1743
3436,1744
3437,1745
3438,1746
3439,1747
3440,1747
3441,1748
3442,1748
3443,1749
3444,1750
3445,1750
3446,1751
3447,1752
3448,1753
3449,1753
3450,1754
3451,1754
3452,1755
3453,1756
3454,1757
3455,1757
3456,1757
3457,1757
3458,1757
3459,1757
3460,1758
3461,1759
3462,1760
3463,1761
3464,1762
3465,1763
3466,1763
3467,1764
3468,1765
3469,1766
3470,1766
3471,1766
3472,1767
3473,1768
3474,1768
3475,1768
3476,1768
3477,1769
3478,1769
3479,1769
3480,1769
3481,1770
3482,1770
3483,1770
3484,1770
3485,1770
3486,1771
3487,1771
3488,1772
3489,1772
3490,1773
3491,1773
3492,1773
3493,1773
3494,1773
3495,1773
3496,1774
3497,1774
3498,1774
3499,1775
3500,1776
3501,1776
3502,1777
3503,1778
3504,1778
3505,1778
3506,1778
3507,1779
3508,1779
3509,1779
3510,1779
3511,1779
3512,1779
3513,1779
3514,1780
3515,1781
3516,1781
3517,1782
3518,1783
3519,1784
3520,1784
3521,1785
3522,1786
3523,1786
3524,1787
3525,1788
3526,1789
3527,1789
3528,1789
3529,1790
3530,1791
3531,1792
3532,1792
3533,1792
3534,1793
3535,1794
3536,1795
3537,1796
3538,1797
3539,1797
3540,1798
3541,1799
3542,1800
3543,1800
3544,1800
3545,1800
3546,1800
3547,1801
3548,1801
3549,1802
3550,1802
3551,1802
3552,1803
3553,1803
3554,1804
3555,1804
3556,1805
3557,1806
3558,1807
3559,1808
3560,1809
3561,1809
3562,1810
3563,1811
3564,1811
3565,1812
3566,1812
3567,1813
3568,1814
3569,1815
3570,1816
3571,1817
3572,1817
3573,1818
3574,1818
3575,1818
3576,1819
3577,1820
3578,1820
3579,1820
3580,1820
3581,1820
3582,1820
3583,1821
3584,1821
3585,1822
3586,1822
3587,1823
3588,1824
3589,1824
3590,1824
3591,1824
3592,1825
3593,1825
3594,1826
3595,1826
3596,1826
3597,1827
3598,1828
3599,1828
3600,1829
3601,1829
3602,1830
3603,1831
3604,1831
3605,1831
3606,1831
3607,1832
3608,1832
3609,1833
3610,1833
3611,1834
3612,1835
3613,1835
3614,1836
3615,1837
3616,1837
3617,1838
3618,1839
3619,1839
3620,1839
3621,1839
3622,1839
3623,1839
3624,1839
3625,1840
3626,1840
3627,1841
3628,1842
3629,1842
3630,1842
3631,1843
3632,1844
3633,1844
3634,1845
3635,1845
3636,1846
3637,1847
3638,1848
3639,1848
3640,1849
3641,1850
3642,1850
3643,1851
3644,1852
3645,1853
3646,1854
3647,1855
3648,1856
3649,1856
3650,1857
3651,1858
3652,1859
3653,1860
3654,1861
3655,1861
3656,1861
3657,1861
3658,1861
3659,1862
3660,1863
3661,1864
3662,1865
3663,1865
3664,1866
3665,1866
3666,1866
3667,1866
3668,1866
3669,1867
3670,1867
3671,1867
3672,1868
3673,1868
3674,1868
3675,1868
3676,1869
3677,1870
3678,1871
3679,1871
3680,1871
3681,1871
3682,1872
3683,1872
3684,1873
3685,1874
3686,1875
3687,1876
3688,1876
3689,1876
3690,1876
3691,1877
3692,1878
3693,1879
3694,1879
3695,1879
3696,1880
3697,1881
3698,1881
3699,1882
3700,1883
3701,1883
3702,1884
3703,1885
3704,1886
3705,1886
3706,1886
3707,1886
3708,1886
3709,1886
3710,1887
3711,1888
3712,1889
3713,1890
3714,1891
3715,1892
3716,1893
3717,1894
3718,1895
3719,1895
3720,1896
3721,1897
3722,1897
3723,1898
3724,1899
3725,1899
3726,1900
3727,1900
3728,1901
3729,1902
3730,1902
3731,1903
3732,1904
3733,1905
3734,1906
3735,1906
3736,1907
3737,1908
3738,1909
3739,1909
3740,1910
3741,1910
3742,1911
3743,1912
3744,1912
3745,1913
3746,1914
3747,1914
3748,1914
3749,1914
3750,1914
3751,1914
3752,1914
3753,1915
3754,1916
3755,1916
3756,1916
3757,1917
3758,1917
3759,1917
3760,1918
3761,1918
3762,1919
3763,1919
3764,1920
3765,1920
3766,1920
3767,1921
3768,1922
3769,1923
3770,1924
3771,1925
3772,1926
3773,1926
3774,1927
3775,1927
3776,1928
3777,1928
3778,1929
3779,1930
3780,1930
3781,1931
3782,1932
3783,1933
3784,1934
3785,1934
3786,1935
3787,1935
3788,1936
3789,1937
3790,1938
3791,1939
3792,1940
3793,1940
3794,1940
3795,1940
3796,1940
3797,1940
3798,1941
3799,1941
3800,1942
3801,1942
3802,1943
3803,1943
3804,1944
3805,1944
3806,1945
3807,1946
3808,1946
3809,1946
3810,1947
3811,1947
3812,1947
3813,1947
3814,1947
3815,1948
3816,1949
3817,1950
3818,1951
3819,1952
3820,1952
3821,1953
3822,1954
3823,1955
3824,1955
3825,1956
3826,1957
3827,1957
3828,1958
3829,1958
3830,1958
3831,1958
3832,1959
3833,1960
3834,1960
3835,1961
3836,1961
3837,1962
3838,1962
3839,1962
3840,1962
3841,1963
3842,1963
3843,1964
3844,1965
3845,1965
3846,1966
3847,1966
3848,1966
3849,1966
3850,1966
3851,1966
3852,1967
3853,1968
3854,1969
3855,1970
3856,1971
3857,1971
3858,1971
3859,1971
3860,1972
3861,1972
3862,1972
3863,1973
3864,1973
3865,1973
3866,1973
3867,1974
3868,1975
3869,1976
3870,1977
3871,1977
3872,1978
3873,1978
3874,1978
3875,1979
3876,1980
3877,1980
3878,1980
3879,1981
3880,1981
3881,1981
3882,1981
3883,1981
3884,1982
3885,1982
3886,1982
3887,1982
3888,1982
3889,1982
3890,1983
3891,1983
3892,1984
3893,1984
3894,1984
3895,1984
3896,1984
3897,1984
3898,1984
3899,1984
3900,1984
3901,1984
3902,1985
3903,1986
3904,1987
3905,1988
3906,1988
3907,1988
3908,1988
3909,1989
3910,1989
3911,1989
3912,1989
3913,1990
3914,1991
3915,1992
3916,1992
3917,1993
3918,1994
3919,1995
3920,1996
3921,1997
3922,1997
3923,1997
3924,1998
3925,1999
3926,2000
3927,2001
3928,2002
3929,2002
3930,2003
3931,2004
3932,2004
3933,2005
3934,2006
3935,2006
3936,2006
3937,2007
3938,2007
3939,2008
3940,2008
3941,2009
3942,2009
3943,2010
3944,2011
3945,2011
3946,2011
3947,2011
3948,2012
3949,2013
3950,2013
3951,2013
3952,2013
3953,2014
3954,2014
3955,2014
3956,2015
3957,2016
3958,2017
3959,2017
3960,2017
3961,2017
3962,2018
3963,2018
3964,2019
3965,2020
3966,2020
3967,2021
3968,2022
3969,2023
3970,2024
3971,2024
3972,2024
3973,2024
3974,2025
3975,2026
3976,2026
3977,2026
3978,2027
3979,2028
3980,2029
3981,2029
3982,2030
3983,2030
3984,2031
3985,2032
3986,2033
3987,2034
3988,2034
3989,2035
3990,2035
3991,2036
3992,2037
3993,2038
3994,2038
3995,2038
3996,2038
3997,2039
3998,2039
3999,2040
4000,2040
4001,2040
4002,2040
4003,2041
4004,2041
4005,2042
4006,2042
4007,2043
4008,2043
4009,2044
4010,2045
4011,2046
4012,2046
4013,2046
4014,2046
4015,2046
4016,2046
4017,2047
4018,2047
4019,2047
4020,2048
4021,2048
4022,2049
4023,2050
4024,2050
4025,2051
4026,2051
4027,2051
4028,2051
4029,2051
4030,2052
4031,2052
4032,2052
4033,2052
4034,2053
4035,2053
4036,2053
4037,2053
4038,2054
4039,2054
4040,2054
4041,2054
4042,2054
4043,2055
4044,2056
4045,2057
4046,2058
4047,2058
4048,2059
4049,2059
4050,2060
4051,2061
4052,2062
4053,2063
4054,2064
4055,2064
4056,2065
4057,2066
4058,2067
4059,2067
4060,2068
4061,2069
4062,2070
4063,2070
4064,2071
4065,2072
4066,2072
4067,2073
4068,2074
4069,2074
4070,2074
4071,2075
4072,2075
4073,2076
4074,2077
4075,2077
4076,2077
4077,2078
4078,2079
4079,2079
4080,2079
4081,2080
4082,2081
4083,2082
4084,2083
4085,2083
4086,2083
4087,2084
4088,2085
4089,2085
4090,2086
4091,2086
4092,2087
4093,2087
4094,2087
4095,2087
4096,2088
4097,2088
4098,2089
4099,2090
4100,2090
4101,2090
4102,2091
4103,2091
4104,2091
4105,2092
4106,2093
4107,2094
4108,2095
4109,2096
4110,2097
4111,2097
4112,2098
4113,2099
4114,2100
4115,2101
4116,2102
4117,2103
4118,2104
4119,2104
4120,2104
4121,2105
4122,2105
4123,2106
4124,2106
4125,2106
4126,2106
4127,2107
4128,2107
4129,2107
4130,2107
4131,2107
4132,2108
4133,2108
4134,2109
4135,2110
4136,2111
4137,2112
4138,2112
4139,2112
4140,2113
4141,2114
4142,2115
4143,2116
4144,2116
4145,2116
4146,2116
4147,2117
4148,2117
4149,2117
4150,2118
4151,2119
4152,2119
4153,2120
4154,2121
4155,2121
4156,2122
4157,2122
4158,2123
4159,2123
4160,2124
4161,2124
4162,2124
4163,2124
4164,2125
4165,2126
4166,2127
4167,2127
4168,2128
4169,2128
4170,2128
4171,2128
4172,2129
4173,2129
4174,2130
4175,2131
4176,2131
4177,2132
4178,2132
4179,2133
4180,2133
4181,2133
4182,2133
4183,2133
4184,2133
4185,2133
4186,2133
4187,2133
4188,2134
4189,2135
4190,2135
4191,2136
4192,2136
4193,2137
4194,2137
4195,2137
4196,2138
4197,2139
4198,2140
4199,2140
4200,2140
4201,2141
4202,2141
4203,2141
4204,2141
4205,2141
4206,2141
4207,2141
4208,2141
4209,2141
4210,2141
4211,2141
4212,2141
4213,2142
4214,2142
4215,2143
4216,2144
4217,2145
4218,2146
4219,2146
4220,2147
4221,2147
4222,2148
4223,2149
4224,2150
4225,2150
4226,2150
4227,2150
4228,2150
4229,2150
4230,2150
4231,2151
4232,2151
4233,2151
4234,2151
4235,2151
4236,2152
4237,2153
4238,2153
4239,2153
4240,2153
4241,2154
4242,2154
4243,2155
4244,2155
4245,2155
4246,2155
4247,2155
4248,2155
4249,2156
4250,2156
4251,2157
4252,2157
4253,2157
4254,2157
4255,2157
4256,2157
4257,2157
4258,2158
4259,2159
4260,2159
4261,2160
4262,2161
4263,2162
4264,2162
4265,2162
4266,2163
4267,2163
4268,2164
4269,2165
4270,2166
4271,2166
4272,2166
4273,2167
4274,2167
4275,2167
4276,2167
4277,2167
4278,2167
4279,2168
4280,2169
4281,2170
4282,2171
4283,2172
4284,2173
4285,2174
4286,2175
4287,2175
4288,2175
4289,2176
4290,2177
4291,2178
4292,2179
4293,2180
4294,2180
4295,2180
4296,2181
4297,2181
4298,2182
4299,2182
4300,2182
4301,2183
4302,2184
4303,2184
4304,2185
4305,2185
4306,2185
4307,2185
4308,2185
4309,2186
4310,2187
4311,2188
4312,2188
4313,2188
4314,2188
4315,2189
4316,2189
4317,2190
4318,2190
4319,2191
4320,2191
4321,2191
4322,2192
4323,2193
4324,2194
4325,2194
4326,2195
4327,2196
4328,2197
4329,2198
4330,2199
4331,2200
4332,2200
4333,2200
4334,2200
4335,2200
4336,2200
4337,2200
4338,2201
4339,2201
4340,2201
4341,2201
4342,2201
4343,2201
4344,2201
4345,2202
4346,2203
4347,2203
4348,2203
4349,2203
4350,2204
4351,2204
4352,2204
4353,2204
4354,2204
4355,2204
4356,2204
4357,2205
4358,2206
4359,2206
4360,2207
4361,2207
4362,2207
4363,2207
4364,2208
4365,2208
4366,2208
4367,2209
4368,2209
4369,2210
4370,2210
4371,2211
4372,2211
4373,2212
4374,2212
4375,2212
4376,2212
4377,2213
4378,2213
4379,2214
4380,2214
4381,2215
4382,2215
4383,2215
4384,2216
4385,2216
4386,2216
4387,2217
4388,2218
4389,2218
4390,2218
4391,2218
4392,2218
4393,2218
4394,2218
4395,2218
4396,2218
4397,2219
4398,2220
4399,2221
4400,2221
4401,2222
4402,2222
4403,2222
4404,2223
4405,2224
4406,2225
4407,2226
4408,2226
4409,2227
4410,2228
4411,2229
4412,2229
4413,2230
4414,2230
4415,2231
4416,2231
4417,2231
4418,2232
4419,2233
4420,2234
4421,2235
4422,2235
4423,2236
4424,2237
4425,2238
4426,2238
4427,2238
4428,2239
4429,2240
4430,2241
4431,2242
4432,2243
4433,2244
4434,2244
4435,2244
4436,2245
4437,2246
4438,2246
4439,2246
4440,2246
4441,2246
4442,2247
4443,2247
4444,2248
4445,2248
4446,2248
4447,2248
4448,2249
4449,2249
4450,2250
4451,2251
4452,2251
4453,2251
4454,2251
4455,2251
4456,2252
4457,2252
4458,2252
4459,2252
4460,2252
4461,2252
4462,2253
4463,2254
4464,2255
4465,2256
4466,2256
4467,2256
4468,2256
4469,2257
4470,2257
4471,2257
4472,2257
4473,2257
4474,2257
4475,2258
4476,2259
4477,2259
4478,2259
4479,2259
4480,2260
4481,2261
4482,2262
4483,2262
4484,2263
4485,2264
4486,2265
4487,2265
4488,2266
4489,2267
4490,2267
4491,2268
4492,2268
4493,2269
4494,2269
4495,2270
4496,2271
4497,2272
4498,2273
4499,2274
4500,2275
4501,2276
4502,2276
4503,2276
4504,2276
4505,2277
4506,2278
4507,2279
4508,2280
4509,2281
4510,2281
4511,2282
4512,2283
4513,2283
4514,2284
4515,2285
4516,2286
4517,2286
4518,2286
4519,2286
4520,2287
4521,2287
4522,2287
4523,2288
4524,2288
4525,2289
4526,2289
4527,2290
4528,2291
4529,2292
4530,2293
4531,2293
4532,2293
4533,2294
4534,2295
4535,2295
4536,2295
4537,2296
4538,2296
4539,2296
4540,2296
4541,2296
4542,2297
4543,2298
4544,2298
4545,2299
4546,2299
4547,2300
4548,2301
4549,2301
4550,2302
4551,2303
4552,2303
4553,2303
4554,2304
4555,2305
4556,2305
4557,2305
4558,2305
4559,2305
4560,2306
4561,2307
4562,2307
4563,2308
4564,2309
4565,2310
4566,2311
4567,2312
4568,2313
4569,2313
4570,2313
4571,2313
4572,2313
4573,2313
4574,2314
4575,2315
4576,2315
4577,2316
4578,2316
4579,2316
4580,2317
4581,2318
4582,2318
4583,2318
4584,2319
4585,2319
4586,2320
4587,2321
4588,2321
4589,2321
4590,2322
4591,2323
4592,2324
4593,2324
4594,2325
4595,2325
4596,2325
4597,2325
4598,2326
4599,2327
4600,2328
4601,2329
4602,2329
4603,2330
4604,2330
4605,2331
4606,2332
4607,2333
4608,2334
4609,2335
4610,2336
4611,2337
4612,2337
4613,2337
4614,2338
4615,2338
4616,2338
4617,2339
4618,2340
4619,2341
4620,2341
4621,2342
4622,2342
4623,2342
4624,2342
4625,2343
4626,2344
4627,2345
4628,2346
4629,2346
4630,2346
4631,2347
4632,2347
4633,2348
4634,2348
4635,2349
4636,2350
4637,2351
4638,2351
4639,2351
4640,2352
4641,2352
4642,2352
4643,2352
4644,2353
4645,2354
4646,2354
4647,2354
4648,2355
4649,2355
4650,2356
4651,2356
4652,2356
4653,2357
4654,2357
4655,2358
4656,2358
4657,2358
4658,2358
4659,2359
4660,2360
4661,2361
4662,2361
4663,2361
4664,2362
4665,2362
4666,2362
4667,2362
4668,2362
4669,2362
4670,2363
4671,2364
4672,2365
4673,2366
4674,2367
4675,2368
4676,2368
4677,2369
4678,2370
4679,2371
4680,2372
4681,2372
4682,2372
4683,2373
4684,2374
4685,2374
4686,2375
4687,2375
4688,2376
4689,2377
4690,2377
4691,2378
4692,2379
4693,2380
4694,2381
4695,2382
4696,2382
4697,2383
4698,2383
4699,2384
4700,2385
4701,2385
4702,2386
4703,2386
4704,2387
4705,2388
4706,2389
4707,2389
4708,2389
4709,2390
4710,2391
4711,2392
4712,2393
4713,2394
4714,2395
4715,2395
4716,2396
4717,2397
4718,2397
4719,2398
4720,2399
4721,2400
4722,2400
4723,2401
4724,2401
4725,2401
4726,2402
4727,2403
4728,2403
4729,2404
4730,2404
4731,2405
4732,2406
4733,2407
4734,2408
4735,2408
4736,2408
4737,2409
4738,2410
4739,2411
4740,2411
4741,2411
4742,2412
4743,2413
4744,2413
4745,2413
4746,2413
4747,2413
4748,2413
4749,2414
4750,2414
4751,2414
4752,2415
4753,2415
4754,2415
4755,2416
4756,2416
4757,2417
4758,2418
4759,2418
4760,2419
4761,2419
4762,2420
4763,2421
4764,2422
4765,2422
4766,2422
4767,2423
4768,2423
4769,2424
4770,2424
4771,2424
4772,2424
4773,2424
4774,2424
4775,2425
4776,2425
4777,2426
4778,2426
4779,2427
4780,2428
4781,2428
4782,2429
4783,2429
4784,2430
4785,2430
4786,2430
4787,2430
4788,2431
4789,2431
4790,2431
4791,2431
4792,2431
4793,2432
4794,2433
4795,2433
4796,2434
4797,2435
4798,2435
4799,2436
4800,2437
4801,2438
4802,2439
4803,2440
4804,2440
4805,2441
4806,2442
4807,2443
4808,2444
4809,2445
4810,2445
4811,2446
4812,2447
4813,2447
4814,2447
4815,2448
4816,2448
4817,2448
4818,2449
4819,2449
4820,2449
4821,2449
4822,2449
4823,2450
4824,2451
4825,2452
4826,2453
4827,2453
